YearAW,State,Aircraft,Region
2013,MT,63,Western
2013,NC,96,Eastern
2013,ND,19,Central
2013,NE,28,Central
2013,NH,13,Eastern
2013,NJ,27,Eastern
2013,NM,38,Central
2013,NV,62,Western
2013,NY,94,Eastern
2013,OH,83,Central
2013,OK,80,Central
2013,OR,97,Western
2013,PA,66,Eastern
2013,PR,9,Eastern
2013,RI,3,Eastern
2013,SC,31,Eastern
2013,SD,28,Central
2013,TN,64,Eastern
2013,TX,374,Central
2013,UT,252,Western
2013,VA,47,Eastern
2013,VI,3,Eastern
2013,VT,5,Eastern
2013,WA,107,Western
2013,WI,53,Eastern
2013,WV,5,Eastern
2013,WY,29,Central
2014,AK,60,AlaskaHawaii
2014,AL,48,Eastern
2014,AR,45,Central
2014,AZ,115,Western
2014,CA,276,Western
2014,CO,111,Central
2014,CT,49,Eastern
2014,DC,2,Eastern
2014,DE,294,Eastern
2014,FL,330,Eastern
2014,GA,95,Eastern
2014,GU,1,Eastern
2014,HI,17,AlaskaHawaii
2014,IA,28,Central
2014,ID,74,Western
2014,IL,134,Central
2014,IN,56,Central
2014,KS,66,Central
2014,KY,27,Eastern
2014,LA,55,Central
2014,MA,36,Eastern
2014,MD,24,Eastern
2014,ME,17,Eastern
2014,MI,62,Central
2014,MN,74,Central
2014,MO,49,Central
2014,MS,33,Eastern
2014,MT,76,Western
2014,NC,65,Eastern
2014,ND,23,Central
2014,NE,28,Central
2014,NH,21,Eastern
2014,NJ,38,Eastern
2014,NM,48,Central
2014,NV,65,Western
2014,NY,96,Eastern
2014,OH,84,Central
2014,OK,93,Central
2014,OR,81,Western
2014,PA,65,Eastern
2014,PR,3,Eastern
2014,RI,7,Eastern
2014,SC,23,Eastern
2014,SD,16,Central
2014,TN,54,Eastern
2014,TX,411,Central
2014,UT,292,Western
2014,VA,66,Eastern
2014,VI,2,Eastern
2014,VT,5,Eastern
2014,WA,125,Western
2014,WI,61,Eastern
2014,WV,8,Eastern
2014,WY,24,Central
2015,AK,83,AlaskaHawaii
2015,AL,72,Eastern
2015,AR,35,Central
2015,AZ,99,Western
2015,CA,308,Western
2015,CO,113,Central
2015,CT,35,Eastern
2015,DC,11,Eastern
2015,DE,248,Eastern
2015,FL,380,Eastern
2015,GA,90,Eastern
2015,GU,2,Eastern
2015,HI,4,AlaskaHawaii
2015,IA,39,Central
2015,ID,46,Western
2015,IL,124,Central
2015,IN,72,Central
2015,KS,63,Central
2015,KY,20,Eastern
2015,LA,56,Central
2015,MA,52,Eastern
2015,MD,22,Eastern
2015,ME,15,Eastern
2015,MI,67,Central
2015,MN,69,Central
2015,MO,67,Central
2015,MS,38,Eastern
2015,MT,60,Western
2015,NC,84,Eastern
2015,ND,25,Central
2015,NE,26,Central
2015,NH,20,Eastern
2015,NJ,30,Eastern
2015,NM,38,Central
2015,NV,55,Western
2015,NY,109,Eastern
2015,OH,97,Central
2015,OK,95,Central
2015,OR,112,Western
2015,PA,69,Eastern
2015,PR,7,Eastern
2015,RI,2,Eastern
2015,SC,38,Eastern
2015,SD,13,Central
2015,TN,86,Eastern
2015,TX,452,Central
2015,UT,300,Western
2015,VA,74,Eastern
2015,VI,2,Eastern
2015,VT,5,Eastern
2015,WA,144,Western
2015,WI,66,Eastern
2015,WV,6,Eastern
2015,WY,26,Central
2016,AK,79,AlaskaHawaii
2016,AL,69,Eastern
2016,AR,50,Central
2016,AZ,97,Western
2016,CA,315,Western
2016,CO,103,Central
2016,CT,32,Eastern
2016,DC,4,Eastern
2016,DE,247,Eastern
2016,FL,313,Eastern
2016,GA,96,Eastern
2016,HI,6,AlaskaHawaii
2016,IA,35,Central
2016,ID,43,Western
2016,IL,91,Central
2016,IN,65,Central
2016,KS,86,Central
2016,KY,28,Eastern
2016,LA,42,Central
2016,MA,40,Eastern
2016,MD,18,Eastern
2016,ME,11,Eastern
2016,MI,73,Central
2016,MN,69,Central
2016,MO,60,Central
2016,MS,23,Eastern
2016,MT,70,Western
2016,NC,79,Eastern
2016,ND,26,Central
2016,NE,26,Central
2016,NH,24,Eastern
2016,NJ,33,Eastern
2016,NM,51,Central
2016,NV,75,Western
2016,NY,72,Eastern
2016,OH,121,Central
2016,OK,109,Central
2016,OR,103,Western
2016,PA,61,Eastern
2016,PR,6,Eastern
2016,RI,8,Eastern
2016,SC,34,Eastern
2016,SD,19,Central
2016,TN,80,Eastern
2016,TX,454,Central
2016,UT,282,Western
2016,VA,62,Eastern
2016,VI,1,Eastern
2016,VT,5,Eastern
2016,WA,123,Western
2016,WI,73,Eastern
2016,WV,10,Eastern
2016,WY,19,Central
2017,AK,61,AlaskaHawaii
2017,AL,38,Eastern
2017,AR,40,Central
2017,AZ,112,Western
2017,CA,298,Western
2017,CO,82,Central
2017,CT,27,Eastern
2017,DC,2,Eastern
2017,DE,262,Eastern
2017,FL,325,Eastern
2017,GA,88,Eastern
2017,GU,2,Eastern
2017,HI,24,AlaskaHawaii
2017,IA,33,Central
2017,ID,47,Western
2017,IL,107,Central
2017,IN,63,Central
2017,KS,63,Central
2017,KY,23,Eastern
2017,LA,56,Central
2017,MA,44,Eastern
2017,MD,22,Eastern
2017,ME,12,Eastern
2017,MI,71,Central
2017,MN,66,Central
2017,MO,51,Central
2017,MS,20,Eastern
2017,MT,61,Western
2017,NC,92,Eastern
2017,ND,35,Central
2017,NE,25,Central
2017,NH,30,Eastern
2017,NJ,34,Eastern
2017,NM,68,Central
2017,NV,71,Western
2017,NY,102,Eastern
2017,OH,91,Central
2017,OK,114,Central
2017,OR,99,Western
2017,PA,67,Eastern
2017,PR,8,Eastern
2017,RI,10,Eastern
2017,SC,28,Eastern
2017,SD,18,Central
2017,TN,66,Eastern
2017,TX,426,Central
2017,UT,328,Western
2017,VA,86,Eastern
2017,VI,1,Eastern
2017,VT,2,Eastern
2017,WA,140,Western
2017,WI,71,Eastern
2017,WV,9,Eastern
2017,WY,23,Central
2018,AK,67,AlaskaHawaii
2018,AL,52,Eastern
2018,AR,32,Central
2018,AS,1,Eastern
2018,AZ,132,Western
2018,CA,332,Western
2018,CO,99,Central
2018,CT,23,Eastern
2018,DC,7,Eastern
2018,DE,299,Eastern
2018,FL,335,Eastern
2018,GA,136,Eastern
2018,HI,25,AlaskaHawaii
2018,IA,37,Central
2018,ID,47,Western
2018,IL,87,Central
2018,IN,70,Central
2018,KS,57,Central
2018,KY,36,Eastern
2018,LA,40,Central
2018,MA,46,Eastern
2018,MD,30,Eastern
2018,ME,8,Eastern
2018,MI,81,Central
2018,MN,68,Central
2018,MO,71,Central
2018,MP,1,Eastern
2018,MS,29,Eastern
2018,MT,82,Western
2018,NC,86,Eastern
2018,ND,40,Central
2018,NE,18,Central
2018,NH,20,Eastern
2018,NJ,41,Eastern
2018,NM,50,Central
2018,NV,84,Western
2018,NY,128,Eastern
2018,OH,105,Central
2018,OK,107,Central
2018,OR,136,Western
2018,PA,69,Eastern
2018,PR,6,Eastern
2018,RI,8,Eastern
2018,SC,41,Eastern
2018,SD,18,Central
2018,TN,84,Eastern
2018,TX,362,Central
2018,UT,321,Western
2018,VA,79,Eastern
2018,VT,4,Eastern
2018,WA,156,Western
2018,WI,64,Eastern
2018,WV,8,Eastern
2018,WY,15,Central
2019,AK,72,AlaskaHawaii
2019,AL,57,Eastern
2019,AR,32,Central
2019,AZ,81,Western
2019,CA,270,Western
2019,CO,101,Central
2019,CT,43,Eastern
2019,DC,5,Eastern
2019,DE,206,Eastern
2019,FL,305,Eastern
2019,GA,191,Eastern
2019,GU,1,Eastern
2019,HI,8,AlaskaHawaii
2019,IA,45,Central
2019,ID,44,Western
2019,IL,64,Central
2019,IN,47,Central
2019,KS,131,Central
2019,KY,23,Eastern
2019,LA,42,Central
2019,MA,29,Eastern
2019,MD,21,Eastern
2019,ME,8,Eastern
2019,MI,56,Central
2019,MN,81,Central
2019,MO,53,Central
2019,MP,2,Eastern
2019,MS,22,Eastern
2019,MT,53,Western
2019,NC,74,Eastern
2019,ND,49,Central
2019,NE,10,Central
2019,NH,17,Eastern
2019,NJ,24,Eastern
2019,NM,53,Central
2019,NV,75,Western
2019,NY,72,Eastern
2019,OH,79,Central
2019,OK,101,Central
2019,OR,95,Western
2019,PA,68,Eastern
2019,PR,3,Eastern
2019,RI,2,Eastern
2019,SC,22,Eastern
2019,SD,12,Central
2019,TN,65,Eastern
2019,TX,314,Central
2019,UT,222,Western
2019,VA,43,Eastern
2019,VI,1,Eastern
2019,VT,5,Eastern
2019,WA,131,Western
2019,WI,53,Eastern
2019,WV,4,Eastern
2019,WY,22,Central
